"name"	"taxRank"	"taxID"	"Max"	"C004_R.82_ORC.cladeReads"	"C001_FD2_ARM.cladeReads"	"C001_FD2_ORC.cladeReads"	"C001_FD3_ORC.cladeReads"	"C001_L.3_ORC.cladeReads"	"C001_L.44_ORC.cladeReads"	"C001_L.92_ORC.cladeReads"	"C001_R.1_ORC.cladeReads"	"C001_R.45_ORC.cladeReads"	"C001_R.82_ORC.cladeReads"	"C002_FD2_ORC.cladeReads"	"C002_FD3_ORC.cladeReads"	"C002_L.3_ORC.cladeReads"	"C002_L.44_ORC.cladeReads"	"C002_L.92_ORC.cladeReads"	"C002_R.1_ORC.cladeReads"	"C002_R.45_ORC.cladeReads"	"C002_R.82_ORC.cladeReads"	"C003_FD2_ORC.cladeReads"	"C003_FD3_ORC.cladeReads"	"C003_L.3_ORC.cladeReads"	"C003_L.44_ORC.cladeReads"	"C003_L.92_ORC.cladeReads"	"C003_R.1_ORC.cladeReads"	"C003_R.45_ORC.cladeReads"	"C003_R.82_ORC.cladeReads"	"C004_FD2_ORC.cladeReads"	"C004_FD3_ORC.cladeReads"	"C004_L.3_ORC.cladeReads"	"C004_L.44_ORC.cladeReads"	"C004_L.92_ORC.cladeReads"	"C004_R.1_ORC.cladeReads"	"C004_R.45_ORC.cladeReads"	"lineage"
"Streptococcus oralis subsp. dentisani"	"-"	1458253	1699	937	159	703	1344	215	142	1097	421	1699	210	674	980	590	234	569	894	299	800	1023	1001	644	144	810	452	740	569	1201	832	1645	777	434	447	941	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;oralis"
"Streptococcus oralis Uo5"	"-"	927666	3705	687	311	409	1240	243	125	976	223	1454	213	299	918	282	125	353	622	337	534	369	400	253	148	309	216	662	241	1794	1278	3705	1839	823	582	2093	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;oralis"
"Streptococcus sanguinis"	"S"	1305	195570	18810	2715	13444	27614	26171	36574	42424	195573	8102	56752	9363	3555	1884	2979	7949	21195	46574	10102	9293	1835	5197	11575	2406	22499	56224	51489	24400	10687	13202	7597	18979	9579	89533	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus sanguinis SK36"	"-"	388919	60803	5415	644	3551	11305	4779	10247	7235	60803	2194	12610	463	204	342	244	701	684	1373	633	361	246	273	361	392	1893	5339	5215	8278	4367	3932	1231	4038	3446	24698	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;sanguinis"
"Streptococcus anginosus group"	"-"	671232	84031	13351	442	7527	11378	5896	3060	9272	8116	17384	5357	2761	1897	5524	4361	8181	3570	2240	6828	52603	60477	84031	12378	45185	16774	72053	30014	14633	9446	29229	9192	5001	4175	10267	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus anginosus"	"S"	1328	71766	8620	441	6129	7676	3808	753	4498	2448	12827	1336	1731	1127	3502	3177	5281	2539	1531	5758	48652	58206	71766	2884	30503	8452	34005	16571	8682	6705	24496	5584	3267	1514	5406	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group"
"Streptococcus anginosus C238"	"-"	862971	3312	1150	12	846	567	2039	161	1917	391	1864	290	805	659	2135	939	2963	787	624	536	872	1314	745	264	1217	347	1166	572	1050	1732	2527	1260	1111	388	3312	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group>Streptococcus&nbsp;anginosus"
"Streptococcus intermedius"	"S"	1338	31431	3058	NA	463	1459	604	1579	2448	3735	1487	3181	163	122	284	200	447	202	189	377	2877	954	10831	8331	13232	6185	31431	11189	3726	830	1675	2231	769	1811	1599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group"
"Streptococcus intermedius B196"	"-"	862967	1956	43	NA	12	11	11	NA	37	63	29	37	5	6	10	8	21	6	8	11	23	4	27	271	21	441	1956	54	48	31	21	13	5	11	18	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group>Streptococcus&nbsp;intermedius"
"Streptococcus intermedius C270"	"-"	862966	220	17	NA	56	107	18	NA	25	19	26	19	NA	1	3	1	12	1	8	3	NA	2	NA	1	9	2	33	26	197	220	28	90	72	67	15	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group>Streptococcus&nbsp;intermedius"
"Streptococcus constellatus"	"S"	76860	3057	1096	1	906	1565	1403	203	1991	530	2859	373	850	589	1708	969	2410	796	470	640	978	1229	1321	806	1397	891	1219	898	1305	1797	2445	870	827	430	3057	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group"
"Streptococcus constellatus subsp. pharyngis"	"-"	184250	2730	717	1	688	1056	1122	162	1660	423	2551	286	715	471	1463	823	2065	681	350	467	916	1170	1247	641	1236	598	930	514	942	1479	1903	641	642	362	2730	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group>Streptococcus&nbsp;constellatus"
"Streptococcus constellatus subsp. pharyngis C232"	"-"	696216	2015	575	NA	571	798	932	129	1324	313	1910	233	582	372	1173	676	1702	530	272	337	699	944	987	442	969	412	747	404	782	1094	1566	497	485	291	2015	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group>Streptococcus&nbsp;constellatus>Streptococcus&nbsp;constellatus&nbsp;subsp.&nbsp;pharyngis"
"Streptococcus gwangjuense"	"S"	1433513	50935	11542	345	10495	18702	2616	1225	39727	3469	16402	3170	9374	17217	7401	2572	29951	10197	3865	8119	10570	11519	4134	3574	8731	1761	5495	3454	50935	28272	20529	27681	11164	9238	11614	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pseudopneumoniae"	"S"	257758	130210	11278	319	26285	43063	4533	1433	22957	5792	130207	3838	3091	5068	2666	2694	5374	3187	1351	9692	10154	10676	6270	1711	9668	1344	9262	3985	14825	6945	21189	9318	6726	1879	5733	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pseudopneumoniae IS7493"	"-"	1054460	130210	11268	319	26277	43058	4533	1433	22957	5792	130207	3838	3091	5068	2665	2671	5374	3187	1344	9582	10154	10676	6270	1711	9668	1344	9262	3985	14784	6929	21123	9263	6700	1865	5690	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;pseudopneumoniae"
"Streptococcus toyakuensis"	"S"	2819619	25042	10336	556	10072	16862	2328	786	25042	3064	19688	2264	5377	10234	4504	2779	8126	5568	2795	9467	9157	11036	5311	4466	10907	1019	5125	3500	21850	13671	20267	13901	8757	4494	12313	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus thermophilus"	"S"	1308	537670	9779	1682	12705	35214	69902	12864	35935	31199	537667	75690	10145	3641	11103	6756	13094	5496	3039	6245	11547	16138	12577	23398	10669	23786	8281	67496	9345	15014	18663	7041	5803	4327	17207	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus thermophilus TH1477"	"-"	1436725	2324	376	10	314	693	640	107	935	290	1373	182	330	285	801	353	1030	327	217	281	598	542	613	387	597	344	515	285	419	950	1097	401	340	151	2324	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus thermophilus LMD-9"	"-"	322159	516	182	1	85	199	234	26	255	69	516	54	102	97	339	155	472	107	88	79	188	191	184	73	220	153	166	102	119	250	336	153	140	54	369	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus thermophilus ND03"	"-"	767463	1222	33	NA	104	33	428	71	105	118	105	1222	21	5	77	22	28	36	78	12	30	12	39	147	31	44	78	71	31	46	47	36	16	79	145	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus thermophilus 1F8CT"	"-"	1435981	573	21	NA	13	3	26	16	19	2	34	6	14	2	9	13	16	9	7	573	13	11	14	21	8	4	9	14	10	15	35	8	5	3	16	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus thermophilus TH1435"	"-"	1415776	33	11	NA	9	18	8	NA	5	NA	2	1	4	8	24	10	20	18	1	9	7	12	30	NA	9	NA	NA	NA	12	8	33	6	5	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus thermophilus TH982"	"-"	1435974	22	10	NA	1	NA	NA	22	2	NA	NA	8	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	20	NA	NA	NA	NA	12	NA	6	4	1	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus thermophilus LMG 18311"	"-"	264199	92	5	NA	14	NA	92	2	7	28	5	5	1	NA	11	3	2	3	13	33	4	3	1	20	4	1	3	3	5	1	6	3	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus thermophilus M17PTZA496"	"-"	1433289	38	4	NA	1	NA	38	NA	4	NA	2	2	NA	NA	5	NA	1	1	5	NA	NA	1	1	10	1	NA	1	15	2	NA	1	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus thermophilus TH985"	"-"	1435972	19	4	NA	1	NA	NA	NA	4	NA	4	2	19	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus thermophilus JIM 8232"	"-"	1051074	45	2	NA	6	45	3	NA	6	1	8	NA	7	NA	4	1	NA	3	3	NA	NA	NA	NA	8	1	1	NA	2	3	NA	8	6	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus gordonii"	"S"	1302	329340	9711	883	55889	37683	14719	34242	183609	191781	43884	107371	2727	4606	2336	1876	8680	28078	8663	8394	2405	2338	2264	1640	2393	3502	2703	3549	13147	17068	10700	5637	1829	329340	294600	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pyogenes"	"S"	1314	20019	8096	668	5562	13301	8185	2101	9903	4936	20019	2151	3585	3023	8964	4543	11742	3864	2277	3785	9075	7462	9048	6448	9188	6033	8233	6145	6718	10836	13445	5760	4620	3076	14435	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pyogenes serotype M1><wbr>Streptococcus pyogenes M1 476"	"-"	1207470	878	464	1	181	878	284	52	242	171	482	66	129	114	366	151	445	117	118	109	100	56	106	162	189	128	120	259	180	445	275	174	150	85	426	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;pyogenes>Streptococcus&nbsp;pyogenes&nbsp;serotype&nbsp;M1"
"Streptococcus pyogenes serotype M1><wbr>Streptococcus pyogenes M1 GAS"	"-"	160490	617	193	NA	170	106	407	19	271	44	466	89	84	16	84	177	374	60	28	295	170	303	150	8	129	29	245	158	36	223	617	207	170	6	491	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;pyogenes>Streptococcus&nbsp;pyogenes&nbsp;serotype&nbsp;M1"
"Streptococcus pyogenes serotype M5><wbr>Streptococcus pyogenes str. Manfredo"	"-"	160491	345	229	1	94	235	141	21	142	100	345	52	53	27	133	79	201	69	48	111	166	111	164	101	153	67	73	137	141	173	188	75	78	26	173	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;pyogenes>Streptococcus&nbsp;pyogenes&nbsp;serotype&nbsp;M5"
"Streptococcus pyogenes serotype M59><wbr>Streptococcus pyogenes MGAS15252"	"-"	798300	107	26	NA	10	37	11	17	34	30	107	3	1	NA	7	7	15	6	3	10	26	6	25	20	44	NA	34	25	15	10	27	10	15	9	28	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;pyogenes>Streptococcus&nbsp;pyogenes&nbsp;serotype&nbsp;M59"
"Streptococcus pyogenes serotype M3><wbr>Streptococcus pyogenes MGAS315"	"-"	198466	19	2	NA	2	NA	5	NA	2	NA	12	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	3	NA	NA	19	NA	1	1	NA	1	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;pyogenes>Streptococcus&nbsp;pyogenes&nbsp;serotype&nbsp;M3"
"Streptococcus agalactiae"	"S"	1311	28534	7974	489	7511	15598	12483	2095	15669	5035	28534	2747	5525	4752	12803	7459	18712	6235	3468	4764	10894	10180	11175	6239	12256	5821	8065	5400	8606	17334	19303	6919	6480	3979	25102	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus agalactiae ILRI005"	"-"	1309807	6108	2157	7	1663	2300	3619	291	3050	1040	4607	762	1298	1167	2711	1526	4442	1290	863	1261	1849	2170	1999	902	2413	882	2015	1207	1657	3483	3859	1680	1663	658	6108	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;agalactiae"
"Streptococcus agalactiae GD201008-001"	"-"	1203670	86	66	NA	19	35	25	11	54	9	86	9	49	10	32	23	34	15	5	26	33	24	41	17	37	13	16	49	30	31	43	9	10	20	42	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;agalactiae"
"Streptococcus agalactiae CNCTC 10/84"	"-"	1427374	8	2	NA	NA	5	2	NA	3	NA	8	1	1	NA	2	2	3	NA	NA	NA	1	1	3	1	4	NA	NA	NA	NA	2	3	NA	NA	1	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;agalactiae"
"Streptococcus infantis"	"S"	68892	33458	5097	888	16764	14530	16428	3071	13591	10606	19242	2505	4734	4397	10719	5334	11826	5544	3733	5331	9663	9214	10404	20391	9890	20154	17866	33458	8456	13372	16736	9046	6096	3069	14682	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus vestibularis"	"S"	1343	7613	4116	372	624	1310	866	2368	6333	989	7601	2554	1013	1166	1040	266	1574	831	2553	290	784	1196	574	7613	3200	87	713	245	7395	3175	1802	5212	1523	1986	2485	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus suis"	"S"	1307	11815	3950	161	5314	11219	11815	1330	5940	3779	8936	1512	2651	2388	6612	2809	7506	3711	2398	4499	3404	2714	3618	5622	4354	4128	5033	4585	3682	7745	6239	2991	2802	1689	7713	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus suis D12"	"-"	1004952	8620	2267	15	2026	8620	2959	484	3031	1268	4872	361	1555	1408	3892	1681	4994	1153	1141	521	1619	1017	1412	1662	2393	1278	2057	1256	1861	4957	2569	1683	1740	895	4769	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;suis"
"Streptococcus suis D9"	"-"	1005042	331	215	1	80	331	111	26	101	75	168	28	47	42	149	65	203	40	40	27	52	31	32	115	98	52	61	113	64	198	87	54	60	39	117	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;suis"
"Streptococcus suis ST3"	"-"	1007064	107	30	NA	41	107	95	7	37	52	59	6	10	7	34	10	23	16	11	14	33	6	18	41	29	31	11	25	15	57	58	7	15	28	44	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;suis"
"Streptococcus suis S735"	"-"	1184252	137	19	NA	66	16	57	25	55	3	137	2	16	15	49	30	44	23	4	12	65	48	60	55	63	49	29	42	45	104	113	37	32	23	45	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;suis"
"Streptococcus suis TL13"	"-"	1276647	22	4	NA	1	6	NA	NA	2	2	5	NA	8	1	2	NA	3	NA	1	1	3	NA	1	22	3	1	4	NA	4	1	15	4	1	2	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;suis"
"Streptococcus suis JS14"	"-"	945704	33	3	NA	3	5	6	NA	14	26	5	5	2	6	9	8	13	5	1	12	7	10	1	5	9	24	4	6	11	15	33	6	1	NA	14	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;suis"
"Streptococcus australis"	"S"	113107	45602	3364	941	5687	4011	4105	11849	19059	10632	11935	6630	1415	2496	2238	1132	1361	2471	2255	4584	11336	6336	8762	7558	1958	44401	31612	45602	6565	3472	17847	10156	2819	1372	2995	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus ratti"	"S"	1341	11403	3082	13	2084	5062	3796	1596	4846	1370	11403	910	1147	1076	3355	2646	4667	539	467	1049	4510	2157	5887	2652	868	1768	2341	1277	4232	939	5786	2290	2488	1176	6024	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus salivarius"	"S"	1304	20079	2829	158	13071	2651	20079	2480	5650	8847	5076	4855	1625	808	5174	1597	1978	2959	3104	3236	2690	2807	3279	13231	16954	3166	8691	10449	4451	4176	7017	4314	1230	1392	2693	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus salivarius CCHSS3"	"-"	1048332	438	37	NA	54	35	438	22	124	372	138	142	25	9	35	21	19	46	15	33	13	14	68	95	54	30	33	18	17	32	67	40	10	7	38	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;salivarius"
"Streptococcus salivarius JIM8777"	"-"	347253	684	9	NA	113	15	684	36	84	141	168	99	38	1	129	8	1	44	19	86	3	5	16	168	4	15	16	102	132	6	59	59	25	15	16	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;salivarius"
"Streptococcus salivarius M18"	"-"	1074494	12	1	NA	4	NA	12	NA	3	NA	NA	1	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;salivarius"
"Streptococcus salivarius K12"	"-"	1200793	4375	1	NA	4375	417	55	NA	50	NA	10	2	NA	NA	7	NA	NA	2	7	8	14	9	NA	39	1	23	12	NA	117	1077	151	9	6	25	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;salivarius"
"Streptococcus dysgalactiae group"	"-"	119603	5699	1375	8	1722	2520	2400	565	3061	1095	3914	612	1165	853	2488	1410	3417	1259	537	1441	2323	2253	2884	1499	2412	1440	1320	1202	2342	3590	5699	1457	1478	867	3220	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus dysgalactiae"	"S"	1334	2839	813	7	1001	1406	1252	307	1210	630	1186	270	552	399	975	600	1198	587	241	626	966	965	1501	856	1063	568	440	635	1308	1808	2839	713	785	435	1301	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group"
"Streptococcus dysgalactiae subsp. equisimilis"	"-"	119602	2133	409	1	644	890	604	142	731	388	570	140	372	248	526	365	735	367	95	400	504	630	1081	499	709	272	203	253	910	1344	2133	430	504	317	724	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group>Streptococcus&nbsp;dysgalactiae"
"Streptococcus dysgalactiae subsp. equisimilis GGS_124"	"-"	486410	92	63	NA	53	23	16	7	55	22	90	17	19	15	53	26	45	23	13	33	26	29	27	14	32	14	37	60	38	48	69	21	38	14	92	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group>Streptococcus&nbsp;dysgalactiae>Streptococcus&nbsp;dysgalactiae&nbsp;subsp.&nbsp;equisimilis"
"Streptococcus dysgalactiae subsp. equisimilis AC-2713"	"-"	759913	66	37	NA	35	48	16	16	44	10	60	11	13	7	49	18	61	26	8	17	25	7	40	1	25	NA	16	13	37	24	60	22	16	6	66	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group>Streptococcus&nbsp;dysgalactiae>Streptococcus&nbsp;dysgalactiae&nbsp;subsp.&nbsp;equisimilis"
"Streptococcus dysgalactiae subsp. equisimilis RE378"	"-"	617121	398	34	NA	200	347	173	NA	153	103	28	8	106	75	147	96	163	84	4	13	129	184	341	47	155	32	2	15	239	233	398	92	74	53	28	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group>Streptococcus&nbsp;dysgalactiae>Streptococcus&nbsp;dysgalactiae&nbsp;subsp.&nbsp;equisimilis"
"Streptococcus equi"	"S"	1336	2858	562	1	718	1114	1148	258	1849	465	2723	341	613	454	1512	810	2219	672	296	815	1357	1288	1383	643	1349	872	880	567	1029	1781	2858	743	693	432	1917	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group"
"Streptococcus equi subsp. zooepidemicus"	"-"	40041	796	197	NA	230	360	251	132	544	119	796	164	119	97	233	211	441	161	34	140	223	229	392	210	304	367	146	192	218	389	698	123	154	103	345	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group>Streptococcus&nbsp;equi"
"Streptococcus rubneri"	"S"	1234680	345850	1260	261	1176	669	496	410	1318	1408	662	695	73277	3489	21495	197672	345854	7313	8589	1349	657	614	1546	1848	2052	6775	16905	15081	5113	5132	8575	5029	361	4396	18551	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
